N,T,suffix,model,method,pick_periods,n,objective,root_time,solving_time,MIP_gap,relaxation_gap,nodes,proportion_of_set_up_costs,proportion_of_holding_costs,set_up_costs_proportion_at_warehouse,set_up_costs_proportion_at_retailers,nb_set_ups_at_warehouse,nb_set_ups_at_retailers,holding_costs_warehouse,holding_costs_retailers,nb_variables,nb_binary_variables,nb_constraints,
50,15,DD_DF06,spc,total_sum,max_gap,2,55288.74,0.08232808113098145,0.23787403106689453,0.0,1.3159926621918723e-16,0,0.7238363543824656,0.2761636456175345,0.5852823588205897,0.4147176411794103,8.0,396.0,0.16645119374617678,0.8335488062538229,34765,15,7514,
50,15,DD_DF07,spc,total_sum,max_gap,2,56128.72,0.10707902908325195,0.2855970859527588,0.0,0.0,0,0.7295373919091688,0.27046260809083117,0.5878186968838527,0.4121813031161473,8.0,389.0,0.15213375913658905,0.8478662408634108,34765,15,7514,
50,15,DD_DF08,spc,total_sum,max_gap,2,52753.740000000005,0.07868599891662598,0.23859190940856934,0.0,1.379230669556969e-16,0,0.7157028108338859,0.28429718916611413,0.5553554401949359,0.4446445598050641,8.0,399.0,0.16552493909082297,0.834475060909177,34765,15,7514,
50,15,DD_DF09,spc,total_sum,max_gap,2,51641.92999999999,0.0943300724029541,0.2458338737487793,0.0,1.4089244174614363e-16,0,0.6988507207224828,0.3011492792775175,0.5348573011914658,0.4651426988085342,8.0,392.0,0.15834047606952956,0.84165952393047,34765,15,7514,
50,15,DD_DF10,spc,total_sum,max_gap,2,52978.36,0.07186508178710938,0.2382829189300537,0.0,0.0,0,0.7005690625379872,0.2994309374620129,0.5422874848444025,0.45771251515559747,8.0,389.0,0.1578165029350654,0.8421834970649344,34765,15,7514,
50,15,DD_DF01,spc,consecutive_sum,max_gap,1,67404.92,0.11322307586669922,0.32645606994628906,0.0,0.2649594816916431,0,0.8557832276931714,0.1442167723068286,0.7052215519034741,0.2947784480965259,15.0,435.0,0.0,1.0,34796,15,7576,
50,15,DD_DF02,spc,consecutive_sum,max_gap,1,69324.34,0.1506500244140625,0.31121206283569336,0.0,0.24108255003461507,0,0.8636504869718198,0.13634951302818035,0.6932956974879744,0.30670430251202563,15.0,444.0,0.0,1.0,34796,15,7576,
50,15,DD_DF03,spc,consecutive_sum,max_gap,1,72143.19,0.09323787689208984,0.3208181858062744,0.0,0.298282540597387,0,0.8631029484557031,0.13689705154429693,0.7195464692373167,0.28045353076268326,15.0,443.0,0.0,1.0,34796,15,7576,
50,15,DD_DF01,spc,consecutive_sum,max_gap,2,49250.57,0.12254595756530762,0.2744719982147217,0.0,0.004671187900295801,0,0.682611389066157,0.3173886109338429,0.5098902406377346,0.49010975936226536,8.0,392.0,0.20436206983687505,0.7956379301631251,34796,15,7576,
50,15,DD_DF04,spc,consecutive_sum,max_gap,1,69139.9,0.11003303527832031,0.33477187156677246,0.0,0.2443167548694747,0,0.8622083630436261,0.137791636956374,0.6996460503581433,0.30035394964185663,15.0,445.0,0.0,1.0,34796,15,7576,
50,15,DD_DF02,spc,consecutive_sum,max_gap,2,52737.38,0.13872194290161133,0.28455209732055664,0.0,0.011436606571404674,0,0.7055147601189138,0.2944852398810863,0.5218641653452307,0.4781358346547693,8.0,392.0,0.16203724570808953,0.8379627542919105,34796,15,7576,
50,15,DD_DF05,spc,consecutive_sum,max_gap,1,67841.6,0.11518287658691406,0.33219218254089355,0.0,0.2255878300826239,0,0.8566720124525364,0.14332798754746354,0.6828349220551292,0.31716507794487075,15.0,441.0,0.0,1.0,34796,15,7576,
50,15,DD_DF03,spc,consecutive_sum,max_gap,2,54159.909999999996,0.10558295249938965,0.2534301280975342,0.0,0.07653242653714389,0,0.7269952996598407,0.27300470034015956,0.5582363996545944,0.44176360034540557,9.0,411.0,0.167152376823611,0.8328476231763887,34796,15,7576,
50,15,DD_DF06,spc,consecutive_sum,max_gap,1,74956.62,0.10530900955200195,0.3110640048980713,0.0,0.29204402048366995,0,0.8751862077025352,0.12481379229746485,0.7316809194981784,0.2683190805018216,15.0,437.0,0.0,1.0,34796,15,7576,
50,15,DD_DF04,spc,consecutive_sum,max_gap,2,51839.91,0.10873699188232422,0.24957895278930664,0.0,0.0003044243968273178,0,0.7124240763535276,0.28757592364647233,0.5214718942922127,0.4785281057077873,8.0,398.0,0.16578447280671804,0.834215527193282,34796,15,7576,
50,15,DD_DF07,spc,consecutive_sum,max_gap,1,72904.75,0.11490488052368164,0.34406113624572754,0.0,0.2672256608794351,0,0.8718636302847208,0.12813636971527917,0.7280021396095213,0.27199786039047874,15.0,443.0,0.0,1.0,34796,15,7576,
50,15,DD_DF01,tpc,total_sum,max_gap,1,67404.92,0.05012798309326172,0.06351613998413086,0.0,2.1588802758562509e-16,0,0.8561837919249812,0.14381620807501885,0.7048916151167022,0.2951083848832978,15.0,435.0,0.0,1.0,35445,15,12765,
50,15,DD_DF05,spc,consecutive_sum,max_gap,2,52700.92,0.11753511428833008,0.27098703384399414,0.0,0.008980134186145676,0,0.7058890053532273,0.2941109946467726,0.5302545630493803,0.4697454369506196,8.0,395.0,0.16354923122183868,0.8364507687781616,34796,15,7576,
50,15,DD_DF01,tpc,total_sum,max_gap,2,49250.57,0.06648802757263184,0.16055798530578613,0.0,0.0,0,0.682611389066157,0.3173886109338429,0.5098902406377346,0.49010975936226536,8.0,392.0,0.20436206983687505,0.7956379301631249,35445,15,12764,
50,15,DD_DF02,tpc,total_sum,max_gap,1,69324.33999999991,0.05878901481628418,0.063323974609375,0.0,1.259463723278162e-15,0,0.8645304088001426,0.13546959119985874,0.692590058899104,0.307409941100896,15.0,445.0,0.0,1.0,35445,15,12765,
50,15,DD_DF08,spc,consecutive_sum,max_gap,1,71034.16,0.10932707786560059,0.316713809967041,0.0,0.2716925678199522,0,0.8672869503911921,0.13271304960880792,0.7207460191212037,0.2792539808787962,15.0,448.0,0.0,1.0,34796,15,7576,
50,15,DD_DF02,tpc,total_sum,max_gap,2,52737.38,0.08311986923217773,0.17363309860229492,0.0,1.379658529525628e-16,0,0.7055147601189138,0.29448523988108627,0.5218641653452307,0.4781358346547693,8.0,392.0,0.16203724570808956,0.8379627542919106,35445,15,12764,
50,15,DD_DF06,spc,consecutive_sum,max_gap,2,55288.74,0.10690689086914062,0.27285003662109375,0.0,0.05148593848705295,0,0.7238363543824656,0.2761636456175345,0.5852823588205897,0.4147176411794103,8.0,396.0,0.16645119374617678,0.8335488062538229,34796,15,7576,
