N,T,suffix,model,method,pick_periods,n,objective,root_time,solving_time,MIP_gap,relaxation_gap,nodes,proportion_of_set_up_costs,proportion_of_holding_costs,set_up_costs_proportion_at_warehouse,set_up_costs_proportion_at_retailers,nb_set_ups_at_warehouse,nb_set_ups_at_retailers,holding_costs_proportion_warehouse,holding_costs_proportion_retailers,nb_variables,nb_binary_variables,nb_constraints,
100,15,DD_SF,owmr,not_sequential,all,0.0,87599.64700000013,0.009237599372863708,81.08955538272858,8.957343388605728e-05,0.9664413668210932,4603.3,0.6397194413279524,0.36028055867204756,0.39170238133641266,0.6082976186635872,7.7,777.6000000000013,0.1662691485439616,0.8337308514560384,4646.0,1515.0,3131.0,
100,15,SD_SF,ses,not_sequential,all,0.0,90314.888,0.2105652809143066,9.687425971031189,0.0,0.09367080865982537,615.3,0.6391666604122238,0.3608333395877762,0.426583710670398,0.573416289329602,7.6,765.8,0.1302393768372232,0.8697606231627766,13635.0,1515.0,13650.0,
100,15,SD_DF,mc,not_sequential,all,0.0,86899.47099999984,0.33155438899993894,0.5838701486587524,1.2351320282136674e-06,1.646470115806743e-05,0.0,0.6210331604458974,0.37896683955410415,0.38665471228776094,0.6133452877122392,7.6,772.1,0.13883462983084524,0.8611653701691548,54230.0,15.0,49616.0,
100,15,DD_SF,es,not_sequential,all,0.0,87599.82099999997,0.02432816028594967,100.67949593067169,7.480561564352193e-05,0.7134252961742481,1966.9,0.6397411084979381,0.36025889150206186,0.39170563070390796,0.608294369296092,7.7,777.7,0.16645210612239447,0.8335478938776044,4646.0,1515.0,3146.0,
100,15,SD_DF,sp,not_sequential,all,0.0,86899.471,0.301839280128479,0.7528520107269288,8.053507931449768e-06,1.6464701156277692e-05,0.0,0.6208977763043515,0.3791022236956483,0.386738414849702,0.613261585150298,7.6,772.0,0.13909263531708813,0.8609073646829121,82315.0,15.0,27240.0,
100,15,SD_DF,spc,not_sequential,all,0.0,86899.471,0.26280009746551514,0.6946725845336914,0.0,1.646470115626367e-05,0.3,0.6207152695550613,0.3792847304449386,0.38685344124692933,0.6131465587530707,7.6,772.0,0.13952253912319462,0.8604774608768052,69515.0,15.0,15000.0,
100,15,SD_DF,tp,not_sequential,all,0.0,86899.471,0.31011879444122314,0.6248198032379151,6.74013224522628e-06,1.6464701156282808e-05,0.0,0.6208665235755949,0.37913347642440476,0.38676141396257224,0.6132385860374276,7.6,772.1,0.13922803846108328,0.860771961538917,82315.0,15.0,37500.0,
100,15,SD_DF,tpc,not_sequential,all,0.0,86899.47099999999,0.27395048141479494,0.5360041856765747,7.033545962348336e-06,1.6464701156227114e-05,0.0,0.6208376413328309,0.37916235866716885,0.3867794757734631,0.6132205242265368,7.6,772.1,0.1392978772265673,0.8607021227734325,70195.0,15.0,25500.0,
100,15,SD_SF,owmr,not_sequential,all,0.0,90314.95800000023,0.00979309082031245,83.1270956993103,9.64951257989761e-05,0.9633570560832394,7320.5,0.6391729344347603,0.3608270655652398,0.4265821647878618,0.573417835212138,7.6,765.8,0.13022288016016365,0.8697771198398364,4646.0,1515.0,3131.0,
100,15,SD_DF,ses,not_sequential,all,0.0,86899.47099999999,0.19257581233978266,6.275460839271545,0.0,0.07957874344776776,255.3,0.6208413370758544,0.37915866292414524,0.3867744410188557,0.6132255589811442,7.6,772.0,0.1392193309117402,0.8607806690882602,13635.0,1515.0,13650.0,
50,20,DD_DF,mc,not_sequential,all,0.0,69612.0669999999,0.24823718070983886,0.44290690422058104,0.0,1.6258450331960134e-15,0.0,0.6001652700116352,0.39983472998836633,0.5073952551189247,0.4926047448810751,8.3,485.4,0.23895348657237353,0.7610465134276262,46140.0,20.0,43071.0,
100,15,SD_SF,es,not_sequential,all,0.0,90315.62299999995,0.01918902397155759,98.21973617076874,9.071453589249063e-05,0.711207817933556,1956.8,0.6390839421490686,0.3609160578509316,0.4266297307253161,0.5733702692746838,7.6,765.6,0.1300251431243334,0.8699748568756656,4646.0,1515.0,3146.0,
50,20,DD_DF,sp,not_sequential,all,0.0,69612.067,0.3236364841461182,0.8386430263519287,0.0,1.0328684339285696e-16,0.0,0.6000745658231884,0.39992543417681164,0.5074700189804778,0.492529981019522,8.3,485.4,0.23912191097917246,0.7608780890208277,90270.0,20.0,23420.0,
50,20,DD_DF,spc,not_sequential,all,0.0,69612.067,0.25536417961120605,0.795740294456482,0.0,1.0479018326266094e-16,0.0,0.6001652700116343,0.39983472998836583,0.5073952551189247,0.4926047448810751,8.3,485.4,0.23895348657237353,0.7610465134276265,78020.0,20.0,12500.0,
100,15,SD_DF,owmr,not_sequential,all,0.0,86900.09300000017,0.008772373199462849,46.37251517772675,8.936103738333825e-05,0.9640163517010828,1931.3,0.6208500870914441,0.3791499129085557,0.3867682988857408,0.6132317011142593,7.6,771.8999999999984,0.13885614447572225,0.8611438555242776,4646.0,1515.0,3131.0,
50,20,DD_DF,tp,not_sequential,all,0.0,69612.067,0.27141220569610597,0.5533832788467408,0.0,1.4712386778227904e-16,0.0,0.6000745658231884,0.3999254341768118,0.5074700189804778,0.492529981019522,8.3,485.4,0.23912191097917238,0.7608780890208273,90270.0,20.0,32500.0,
50,20,DD_DF,tpc,not_sequential,all,0.0,69612.067,0.22365937232971192,0.4842565059661865,0.0,1.8715032557334449e-16,0.0,0.6001652700116342,0.3998347299883657,0.5073952551189247,0.4926047448810751,8.3,485.4,0.23895348657237356,0.7610465134276267,79560.0,20.0,22000.0,
50,20,DD_DF,es,not_sequential,all,0.0,69612.21199999998,0.013910579681396421,6.732498288154602,8.49511680913996e-05,0.7344437579529349,1029.1,0.6001224815915657,0.39987751840843444,0.5074291183700179,0.4925708816299821,8.3,485.4,0.23913596499459172,0.7608640350054076,3111.0,1020.0,2111.0,
100,15,SD_DF,es,not_sequential,all,0.0,86899.81499999992,0.01932790279388421,50.79387571811676,8.973369276564567e-05,0.7064728152128223,1743.9,0.6207956006009397,0.37920439939905987,0.3868000547013154,0.6131999452986845,7.6,772.1000000000005,0.1394857023361879,0.8605142976638115,4646.0,1515.0,3146.0,
50,20,DD_DF,ses,not_sequential,all,0.0,69612.067,0.1638863086700439,5.218499255180359,1.389291995469743e-05,0.05692325826417375,342.3,0.6001652700116342,0.399834729988366,0.5073952551189247,0.4926047448810751,8.3,485.4,0.23895348657237347,0.7610465134276264,11730.0,1020.0,11750.0,
50,20,DD_SF,mc,not_sequential,all,0.0,69255.1109999999,0.2128790140151977,0.4091101408004761,0.0,1.432204711459328e-15,0.0,0.5982179771224395,0.4017820228775618,0.49653930918169686,0.5034606908183032,8.3,486.8,0.24115535238881777,0.7588446476111821,46140.0,20.0,43071.0,
50,20,DD_SF,sp,not_sequential,all,0.0,69255.11099999999,0.313109827041626,0.8204380512237549,0.0,1.6794878629083417e-16,0.0,0.5982628389748506,0.4017371610251496,0.4965042695734222,0.5034957304265778,8.3,486.9,0.24138636685814546,0.7586136331418543,90270.0,20.0,23420.0,
50,20,DD_SF,tp,not_sequential,all,0.0,69255.111,0.2671899080276489,0.5252972364425659,0.0,6.366130847551365e-17,0.0,0.5982749213293872,0.40172507867061275,0.49649432208950045,0.5035056779104996,8.3,487.0,0.24143782044843629,0.7585621795515636,90270.0,20.0,32500.0,
50,20,DD_SF,spc,not_sequential,all,0.0,69255.11099999999,0.261032247543335,0.7436433792114258,0.0,6.198151092319737e-17,0.0,0.5982749213293873,0.40172507867061286,0.49649432208950045,0.5035056779104996,8.3,487.0,0.24143782044843634,0.7585621795515635,78020.0,20.0,12500.0,
50,20,DD_SF,tpc,not_sequential,all,0.0,69255.11099999999,0.22512674331665034,0.48637092113494873,0.0,1.4744025024910937e-16,0.0,0.5982628389748506,0.40173716102514956,0.4965042695734222,0.5034957304265778,8.3,486.9,0.24138636685814552,0.7586136331418545,79560.0,20.0,22000.0,
50,20,DD_SF,ses,not_sequential,all,0.0,69255.11099999999,0.16338446140289303,5.069877123832702,1.1136453058834282e-05,0.057299785082220646,312.4,0.5982300594769756,0.40176994052302445,0.49652936169777506,0.5034706383022249,8.3,486.9,0.24120680597910865,0.7587931940208913,11730.0,1020.0,11750.0,
50,20,DD_SF,es,not_sequential,all,0.0,69255.14299999998,0.01414401531219476,12.338664293289185,8.678533507698087e-05,0.7256240231540119,1527.8,0.5981938261349962,0.401806173865004,0.4965599707770224,0.5034400292229776,8.3,486.7,0.24104104060105822,0.7589589593989411,3111.0,1020.0,2111.0,
50,20,SD_SF,mc,not_sequential,all,0.0,69002.72699999994,0.2604860782623291,0.4118104219436646,0.0,7.410020180477428e-16,0.0,0.611866954601776,0.3881330453982245,0.5085488289656077,0.4914511710343922,8.6,486.3,0.21938874601985975,0.7806112539801402,46140.0,20.0,43071.0,
50,20,SD_SF,sp,not_sequential,all,0.0,69002.72699999998,0.3082193613052368,0.8246553659439086,0.0,1.6725514184608287e-16,0.0,0.6119142566412622,0.38808574335873774,0.508511456403246,0.49148854359675404,8.6,486.4,0.2195751940977627,0.7804248059022374,90270.0,20.0,23420.0,
50,20,SD_SF,spc,not_sequential,all,0.0,69002.72699999998,0.2747123003005981,0.7739603042602539,0.0,1.2845239255977922e-16,0.0,0.6119142566412622,0.3880857433587378,0.508511456403246,0.49148854359675404,8.6,486.4,0.21957519409776274,0.7804248059022374,78020.0,20.0,12500.0,
50,20,SD_SF,tp,not_sequential,all,0.0,69002.72699999998,0.2869864463806152,0.5425159215927124,0.0,1.1534868725416625e-16,0.0,0.6119142566412622,0.3880857433587379,0.508511456403246,0.49148854359675404,8.6,486.4,0.21957519409776266,0.7804248059022371,90270.0,20.0,32500.0,
50,20,SD_SF,tpc,not_sequential,all,0.0,69002.727,0.23282308578491206,0.4909188270568848,0.0,1.0601255336679854e-16,0.0,0.6118838788939744,0.38811612110602534,0.50854037830219,0.49145962169781,8.6,486.3,0.2194814493196977,0.7805185506803023,79560.0,20.0,22000.0,
50,20,SD_SF,es,not_sequential,all,0.0,69003.39799999997,0.015029025077819771,20.112521004676818,9.364956213840425e-05,0.7334125121321355,1263.9,0.6118971880350994,0.3881028119649005,0.5085293389623133,0.4914706610376867,8.6,486.3,0.2194098859330238,0.7805901140669758,3111.0,1020.0,2111.0,
50,20,DD_DF,owmr,not_sequential,all,0.0,69612.25700000007,0.006809926033019981,76.01473906040192,8.922378916660673e-05,0.9557732716222096,3722.9,0.60004416572512,0.39995583427487996,0.5074938018753666,0.49250619812463337,8.3,485.20000000000056,0.23865030734444898,0.761349692655551,3111.0,1020.0,2091.0,
50,20,SD_SF,ses,not_sequential,all,0.0,69002.72699999998,0.16467607021331782,5.259036755561828,3.342325830502883e-05,0.05779278884169502,394.9,0.6119142566412622,0.3880857433587378,0.508511456403246,0.49148854359675404,8.6,486.4,0.2195751940977627,0.7804248059022376,11730.0,1020.0,11750.0,
50,20,SD_DF,mc,not_sequential,all,0.0,70273.36799999987,0.23710942268371582,0.45454509258270265,0.0,4.3575976040737174e-05,0.3,0.5921521838648358,0.40784781613516563,0.5002793817648061,0.4997206182351939,8.2,484.6,0.24332214133377397,0.7566778586662265,46140.0,20.0,43071.0,
50,20,SD_DF,sp,not_sequential,all,0.0,70273.36799999999,0.32264983654022217,0.924762773513794,0.0,4.35759760390003e-05,0.3,0.5921521838648349,0.4078478161351652,0.5002793817648061,0.4997206182351939,8.2,484.6,0.24332214133377383,0.7566778586662262,90270.0,20.0,23420.0,
50,20,SD_DF,spc,not_sequential,all,0.0,70273.36799999999,0.2664893627166748,0.8811589479446411,0.0,4.357597603902361e-05,0.3,0.5921521838648347,0.40784781613516524,0.5002793817648061,0.4997206182351939,8.2,484.6,0.24332214133377383,0.7566778586662262,78020.0,20.0,12500.0,
50,20,SD_DF,tp,not_sequential,all,0.0,70273.36799999999,0.28416411876678466,0.6215842962265015,0.0,4.35759760390237e-05,0.3,0.5921863651260693,0.40781363487393063,0.5002499299143552,0.4997500700856448,8.2,484.7,0.24345420187488226,0.7565457981251176,90270.0,20.0,32500.0,
50,20,SD_DF,tpc,not_sequential,all,0.0,70273.36799999999,0.23302822113037108,0.5439565181732178,0.0,4.357597603906503e-05,0.3,0.5921863651260693,0.40781363487393063,0.5002499299143552,0.4997500700856448,8.2,484.7,0.24345420187488226,0.7565457981251178,79560.0,20.0,22000.0,
50,20,DD_SF,owmr,not_sequential,all,0.0,69255.285,0.00563781261444085,89.25214080810547,8.258620408076647e-05,0.9563690889719363,3105.2,0.5981465400360579,0.40185345996394223,0.4966016006420066,0.5033983993579936,8.3,486.70000000000266,0.24073573577301444,0.7592642642269853,3111.0,1020.0,2091.0,
50,20,SD_DF,ses,not_sequential,all,0.0,70273.36799999999,0.1626785278320312,5.810661387443543,2.273013324659461e-05,0.06084735686703233,503.5,0.5921863651260693,0.4078136348739306,0.5002499299143552,0.4997500700856448,8.2,484.7,0.24345420187488243,0.7565457981251182,11730.0,1020.0,11750.0,
50,20,SD_DF,es,not_sequential,all,0.0,70273.60299999997,0.01434307098388668,23.460897564888,8.858791440731134e-05,0.7305239494694235,1804.2,0.5922579104841319,0.4077420895158682,0.5001932757871032,0.49980672421289685,8.2,484.6,0.2432058038917365,0.7567941961082634,3111.0,1020.0,2111.0,
75,20,DD_DF,mc,not_sequential,all,0.0,93122.85999999978,0.4827094078063965,0.8733164310455322,0.0,7.19093946542264e-05,0.3,0.6204251707774945,0.3795748292225079,0.42732260204300515,0.5726773979569948,9.7,770.6,0.20688605447847572,0.793113945521524,69190.0,20.0,64596.0,
75,20,DD_DF,sp,not_sequential,all,0.0,93122.86,0.48506381511688235,1.519149398803711,9.342674608283875e-07,7.162625706790462e-05,0.3,0.620412901194681,0.37958709880531893,0.4273307957820843,0.5726692042179157,9.7,770.6,0.2069624545709615,0.7930375454290383,134520.0,20.0,34920.0,
75,20,DD_DF,spc,not_sequential,all,0.0,93122.86,0.39831998348236086,1.2866124153137206,2.8500406248695206e-06,7.162625706796058e-05,0.3,0.6203779482970383,0.3796220517029619,0.4273554793704898,0.5726445206295102,9.7,770.4,0.2068380400741927,0.7931619599258073,117020.0,20.0,18750.0,
75,20,DD_DF,tp,not_sequential,all,0.0,93122.86,0.4908304691314697,1.107592558860779,0.0,7.19093946518036e-05,0.3,0.6204129011946813,0.37958709880531893,0.4273307957820843,0.5726692042179157,9.7,770.6,0.20696245457096157,0.7930375454290388,134520.0,20.0,48750.0,
75,20,DD_DF,tpc,not_sequential,all,0.0,93122.86000000002,0.3796555519104004,0.9601053953170776,0.0,7.190939465182903e-05,0.3,0.6204000029922582,0.3795999970077419,0.42734052252376314,0.5726594774762368,9.7,770.5,0.20680995623609374,0.7931900437639062,118560.0,20.0,33000.0,
50,20,SD_SF,owmr,not_sequential,all,0.0,69002.8450000001,0.00608737468719478,99.71685750484467,9.31129246493462e-05,0.9561133814943726,3192.6,0.6119784316404815,0.3880215683595184,0.5084588586243226,0.49154114137567745,8.6,486.3000000000009,0.21908962189508863,0.7809103781049113,3111.0,1020.0,2091.0,
75,20,DD_DF,ses,not_sequential,all,0.0,93122.86,0.2936248302459717,13.471903824806214,5.2671512252206035e-06,0.07529000211705895,927.9,0.6204000029922582,0.37959999700774205,0.42734052252376314,0.5726594774762368,9.7,770.5,0.2068099562360936,0.793190043763906,17480.0,1520.0,17500.0,
75,20,DD_SF,mc,not_sequential,all,0.0,93090.87099999955,0.5239825487136841,1.0083229541778564,9.465177003637375e-06,4.6100363502324746e-05,0.3,0.6358691772192068,0.3641308227807981,0.44150964464850617,0.5584903553514938,9.9,768.0,0.1870148174579349,0.812985182542065,69190.0,20.0,64596.0,
75,20,DD_SF,sp,not_sequential,all,0.0,93090.161,0.5675684452056885,1.5085795879364015,1.876525546077968e-06,3.843463748925381e-05,0.0,0.6334508633659374,0.3665491366340626,0.44106789601182605,0.558932103988174,9.9,767.1,0.18938387049340227,0.8106161295065977,134520.0,20.0,34920.0,
75,20,DD_SF,spc,not_sequential,all,0.0,93090.161,0.44996488094329834,1.398904848098755,0.0,3.843463748924393e-05,0.6,0.633290897960275,0.36670910203972495,0.44118091720095975,0.5588190827990402,9.9,766.9,0.18942392264906743,0.8105760773509326,117020.0,20.0,18750.0,
75,20,DD_SF,tp,not_sequential,all,0.0,93090.161,0.5429126977920532,1.1522448301315307,0.0,3.843463748917062e-05,0.3,0.6333660088905888,0.3666339911094113,0.4411279843434415,0.5588720156565584,9.9,766.9,0.18927937477666643,0.8107206252233337,134520.0,20.0,48750.0,
75,20,DD_SF,tpc,not_sequential,all,0.0,93090.161,0.4532250165939331,0.9307623624801635,0.0,3.8434637489270104e-05,0.0,0.6333195703487591,0.3666804296512409,0.4411609939581818,0.5588390060418181,9.9,766.9,0.18942568017861033,0.8105743198213897,118560.0,20.0,33000.0,
50,20,SD_DF,owmr,not_sequential,all,0.0,70273.38200000007,0.006053018569946231,133.68457825183867,7.903653487146469e-05,0.9558695214560607,3956.8,0.5921930465464597,0.40780695345354057,0.5002442751259811,0.4997557248740187,8.2,484.7000000000071,0.243380583830404,0.756619416169596,3111.0,1020.0,2091.0,
75,20,DD_DF,es,not_sequential,all,0.0,93123.19399999997,0.02660787105560299,117.79065635204316,8.286956426685515e-05,0.7537389898503556,2421.9,0.620301566488602,0.3796984335113983,0.4274038788437126,0.5725961211562873,9.7,770.4,0.20679886884787407,0.7932011311521246,4636.0,1520.0,3136.0,
75,20,DD_SF,ses,not_sequential,all,0.0,93090.161,0.29447710514068604,13.655098938941956,3.0323177200950227e-05,0.07858637055230994,962.2,0.6333207605162022,0.36667923948379777,0.4411601059199682,0.5588398940800319,9.9,767.0,0.18957323693418893,0.8104267630658111,17480.0,1520.0,17500.0,
75,20,SD_SF,mc,not_sequential,all,0.0,93416.53099999987,0.5621737718582154,1.0531079530715943,0.0,0.00013195089553775556,0.6,0.6314114560256484,0.3685885439743529,0.4267839657340051,0.5732160342659948,9.7,766.3,0.1932043566110531,0.8067956433889469,69190.0,20.0,64596.0,
75,20,SD_SF,sp,not_sequential,all,0.0,93416.53099999999,0.551907730102539,1.903283953666687,0.0,0.0001255467340720787,0.6,0.6313933810450995,0.36860661895490054,0.4267963126984262,0.5732036873015738,9.7,766.2,0.19319511183946914,0.8068048881605309,134520.0,20.0,34920.0,
75,20,SD_SF,spc,not_sequential,all,0.0,93416.53099999999,0.4447523832321167,1.5034523963928224,0.0,0.00012554673407205489,0.6,0.63134235787172,0.36865764212828006,0.42682415014304853,0.5731758498569514,9.7,766.2,0.19317367427646737,0.8068263257235326,117020.0,20.0,18750.0,
75,20,SD_SF,tp,not_sequential,all,0.0,93416.53099999999,0.5803361415863038,1.3180269002914429,0.0,0.00013195089553752004,0.9,0.6313933810450995,0.3686066189549006,0.4267963126984262,0.5732036873015738,9.7,766.2,0.1931951118394691,0.8068048881605308,134520.0,20.0,48750.0,
75,20,SD_SF,tpc,not_sequential,all,0.0,93416.53099999999,0.48592116832733157,1.1926587581634522,0.0,0.00013195089553742672,0.6,0.6314114560256476,0.36858854397435226,0.4267839657340051,0.5732160342659948,9.7,766.3,0.19320435661105312,0.8067956433889469,118560.0,20.0,33000.0,
75,20,DD_DF,owmr,not_sequential,all,0.0,93123.1280000001,0.008659934997558528,198.34920165538787,9.115048995373067e-05,0.9670688407902268,3495.9,0.6201374194945525,0.37986258050544763,0.427510923466789,0.5724890765332109,9.7,770.4000000000058,0.2069339253665714,0.7930660746334283,4636.0,1520.0,3116.0,
75,20,DD_SF,es,not_sequential,all,0.0,93090.82199999996,0.025721216201782186,156.02843520641326,7.380183119737081e-05,0.7474505447027967,2669.9,0.6334510756827737,0.3665489243172263,0.4410644174115763,0.5589355825884235,9.9,767.0000000000001,0.1892386218741205,0.8107613781258791,4636.0,1520.0,3136.0,
75,20,SD_SF,ses,not_sequential,all,0.0,93416.53099999999,0.306675124168396,19.350391721725465,2.6892138272264782e-05,0.08104734099824756,1481.0,0.6313242828911718,0.3686757171088283,0.4268364971074696,0.5731635028925304,9.7,766.1,0.19316442950488333,0.8068355704951162,17480.0,1520.0,17500.0,
75,20,SD_DF,mc,not_sequential,all,0.0,92195.02299999994,0.4793977975845337,0.8959216117858887,0.0,3.878022263676e-05,0.3,0.6353969287775807,0.36460307122241986,0.4352381870156563,0.5647618129843437,9.7,758.3,0.18174389487940867,0.8182561051205912,69190.0,20.0,64596.0,
75,20,SD_DF,sp,not_sequential,all,0.0,92195.023,0.5732901096343994,1.7756678104400634,0.0,3.878022263613483e-05,0.3,0.6353792300638896,0.3646207699361105,0.4352497454815025,0.5647502545184975,9.7,758.2,0.18162154747247028,0.8183784525275296,134520.0,20.0,34920.0,
75,20,SD_DF,spc,not_sequential,all,0.0,92195.023,0.4560366630554199,1.4316148042678833,0.0,3.878022263611998e-05,0.3,0.6354082199281742,0.3645917800718258,0.43523097023493307,0.5647690297650669,9.7,758.3,0.1817839195898004,0.8182160804101996,117020.0,20.0,18750.0,
75,20,SD_DF,tp,not_sequential,all,0.0,92195.023,0.5217585802078247,1.0855386972427368,0.0,3.87802226361551e-05,0.3,0.6354082199281741,0.3645917800718259,0.43523097023493307,0.5647690297650669,9.7,758.3,0.1817839195898004,0.8182160804101997,134520.0,20.0,48750.0,
75,20,SD_DF,tpc,not_sequential,all,0.0,92195.023,0.435408878326416,0.9588531732559205,0.0,3.878022263615118e-05,0.3,0.6354082199281742,0.3645917800718259,0.43523097023493307,0.5647690297650669,9.7,758.3,0.1817839195898004,0.8182160804101996,118560.0,20.0,33000.0,
75,20,DD_SF,owmr,not_sequential,all,0.0,93090.39600000015,0.0088570117950439,295.11421341896056,8.290235125762097e-05,0.9670113913275633,3714.6,0.6335129390540111,0.3664870609459888,0.44102582469503976,0.5589741753049602,9.9,766.8999999999988,0.18934211426477146,0.8106578857352286,4636.0,1520.0,3116.0,
75,20,SD_SF,es,not_sequential,all,0.0,93417.06799999998,0.0254104614257812,194.12773978710175,6.981011485741383e-05,0.7562579822272057,2739.2,0.6313324872687002,0.36866751273129983,0.4268389252957185,0.5731610747042815,9.699999999999998,766.1999999999978,0.192954543952352,0.8070454560476472,4636.0,1520.0,3136.0,
75,20,SD_DF,ses,not_sequential,all,0.0,92195.023,0.31823029518127444,13.440185642242431,3.1967696644206596e-05,0.0773798640658528,940.2,0.6353792300638896,0.36462076993611026,0.4352497454815025,0.5647502545184975,9.7,758.2,0.18162154747247028,0.8183784525275298,17480.0,1520.0,17500.0,
100,20,DD_DF,mc,not_sequential,all,0.0,115110.12799999975,0.9188412666320801,1.6056894063949585,0.0,0.0001997618589478712,0.6,0.6254989652024998,0.3745010347975024,0.37732474392703663,0.6226752560729635,9.9,1029.5,0.17269244888067684,0.8273075511193234,92240.0,20.0,86121.0,
100,20,DD_DF,sp,not_sequential,all,0.0,115110.12799999998,0.6816129684448242,2.1815264940261843,0.0,0.00019976185894575544,0.6,0.6255094219433535,0.3744905780566466,0.3773181928584935,0.6226818071415066,9.9,1029.6,0.1727455302464167,0.827254469753583,178770.0,20.0,46420.0,
100,20,DD_DF,spc,not_sequential,all,0.0,115110.12799999998,0.6047549247741699,1.864475917816162,0.0,0.00019976185894579759,0.6,0.6254821527591747,0.3745178472408255,0.3773351174091462,0.6226648825908538,9.9,1029.4,0.1726814168138615,0.8273185831861383,156020.0,20.0,25000.0,
75,20,SD_SF,owmr,not_sequential,all,0.0,93417.00200000012,0.0088910341262817,274.1571791887283,9.281984401577026e-05,0.9683601756813716,4232.3,0.6313508632528964,0.36864913674710376,0.42682293410392746,0.5731770658960723,9.7,766.199999999997,0.1931458612224239,0.8068541387775762,4636.0,1520.0,3116.0,
100,20,DD_DF,tp,not_sequential,all,0.0,115110.12799999998,0.7720303058624267,1.7654811143875122,0.0,0.00019976185894575855,0.6,0.6254834868810913,0.3745165131189089,0.3773341261758678,0.6226658738241322,9.9,1029.4,0.17263402835900138,0.8273659716409986,178770.0,20.0,65000.0,
100,20,DD_DF,tpc,not_sequential,all,0.0,115110.12799999998,0.6912204504013062,1.5679082155227662,0.0,0.0001997618589458192,0.6,0.6254796239942098,0.37452037600579047,0.3773362795525519,0.6226637204474481,9.9,1029.4,0.17261961731718703,0.8273803826828129,157560.0,20.0,44000.0,
75,20,SD_DF,es,not_sequential,all,0.0,92195.30399999996,0.0263931274414062,129.40041756629944,9.005992274777366e-05,0.7508617506288336,2393.2,0.6353465780596079,0.3646534219403923,0.435270258957409,0.564729741042591,9.7,758.5,0.18205459333090684,0.8179454066690918,4636.0,1520.0,3136.0,
75,20,SD_DF,owmr,not_sequential,all,0.0,92195.38000000022,0.00896482467651363,213.58942034244538,7.899039461680245e-05,0.967305495489288,3097.5,0.635178312161334,0.3648216878386659,0.4353869698394887,0.5646130301605113,9.700000000000012,758.1000000000022,0.18231031484299193,0.8176896851570076,4636.0,1520.0,3116.0,
100,20,DD_DF,ses,not_sequential,all,0.0,115110.12799999998,0.4635778903961182,29.226678562164306,1.5889968034321017e-05,0.08555462939662957,1509.4,0.6255369917962622,0.37446300820373807,0.3773041796222777,0.6226958203777223,9.9,1029.4,0.1725553298620353,0.827444670137964,23230.0,2020.0,23250.0,
100,20,DD_SF,mc,not_sequential,all,0.0,114792.44499999967,0.861535120010376,1.5694031476974488,0.0,0.0001201172765116407,0.6,0.6391846937913286,0.36081530620867414,0.38077547879510476,0.6192245212048951,10.6,1049.7,0.17353702607046326,0.8264629739295373,92240.0,20.0,86121.0,
100,20,DD_SF,sp,not_sequential,all,0.0,114792.44499999999,0.6691581964492798,2.1313672780990602,0.0,0.00012011727650933324,0.6,0.6391956954937977,0.3608043045062022,0.3807686619524386,0.6192313380475614,10.6,1049.8,0.1735425871754174,0.8264574128245827,178770.0,20.0,46420.0,
100,20,DD_SF,spc,not_sequential,all,0.0,114792.44499999999,0.5635157346725463,1.8444632530212401,0.0,0.00012011727650937361,0.6,0.6391783421374677,0.3608216578625322,0.3807788153990038,0.6192211846009962,10.6,1049.7,0.17353419793692498,0.8264658020630751,156020.0,20.0,25000.0,
100,20,DD_SF,tp,not_sequential,all,0.0,114792.44499999999,0.7546759843826294,1.7719246864318847,0.0,0.00012011727650940339,0.6,0.6391798781955434,0.3608201218044565,0.38077834460823173,0.6192216553917682,10.6,1049.7,0.17349182562863372,0.8265081743713664,178770.0,20.0,65000.0,
100,20,DD_SF,tpc,not_sequential,all,0.0,114792.44499999999,0.6883985042572022,1.6066510200500488,0.0,0.00012011727650934572,0.6,0.6391798781955434,0.3608201218044565,0.38077834460823173,0.6192216553917682,10.6,1049.7,0.17349182562863374,0.8265081743713664,157560.0,20.0,44000.0,
100,20,DD_DF,owmr,not_sequential,all,0.0,115110.5990000002,0.01218450069427486,289.25320682525637,8.996383990264885e-05,0.9732722872395069,3380.7,0.6256485557148509,0.37435144428514916,0.37723288263099225,0.6227671173690076,9.899999999999997,1029.4000000000008,0.17229928931132496,0.8277007106886753,6161.0,2020.0,4141.0,
100,20,DD_SF,ses,not_sequential,all,0.0,114792.44499999999,0.47778241634368895,37.40215518474579,6.325100843832405e-05,0.09119558357356441,2138.1,0.6391783421374677,0.36082165786253184,0.3807788153990038,0.6192211846009962,10.6,1049.7,0.1735341979369252,0.8264658020630758,23230.0,2020.0,23250.0,
100,20,SD_SF,mc,not_sequential,all,0.0,115807.05099999916,0.9344891548156739,1.5183612823486328,0.0,1.7171482229828795e-06,0.0,0.6391416262661217,0.3608583737338856,0.3802857375062879,0.619714262493712,10.5,1052.9,0.16923062656028393,0.8307693734397159,92240.0,20.0,86121.0,
100,20,DD_DF,es,not_sequential,all,0.0,115110.50699999995,0.0394412755966186,333.73234033584595,8.299803844138978e-05,0.7606440008467505,2212.2,0.6256142165214602,0.3743857834785399,0.3772565234876037,0.6227434765123963,9.9,1029.600000000001,0.17278505798441296,0.8272149420155864,6161.0,2020.0,4161.0,
